Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
9,0,0,0,0,0.000000,-0.000000,0.000000,59.206645,-0.291210,0.000000,0,0,0,-18.024553,5.868157,0.743132,-14.564496,6.324167,-13.182937,18.222071,-21.401456,0.000000,0,0,0,-0.789865,20.906557,0.984477,22.796629,42.240747,-58.531320,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.087554,0.847526,-132.262671,0,0,0,-18.024553,5.868157,0.743132,-47.229024,3.155711,-139.205940,8.391939,2.865444,-0.000000,0,0,0,0,0,0,-18.746764,37.324664,167.669738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0.000000,-0.000000,0.000000,59.216937,-0.290818,0.000000,0,0,0,-17.882388,5.763126,0.989945,-14.165003,5.883367,-13.982586,18.821024,-21.827886,0.000000,0,0,0,-0.890127,20.700263,0.545378,22.736494,42.321645,-58.371437,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.125280,0.851072,50.212328,0,0,0,-17.882388,5.763126,0.989945,-47.000010,3.187924,-140.180446,8.970300,2.641984,-0.000000,0,0,0,0,0,0,-18.831972,37.405862,167.767926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0.000000,-0.000000,0.000000,59.234479,-0.293132,4.274736,0,0,0,-17.744136,5.660488,1.235731,-13.777449,5.389995,-14.833992,19.501860,-22.321005,0.000000,0,0,0,-1.018459,20.460069,0.102322,22.638450,42.393945,-58.190909,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.144956,0.855490,52.460758,0,0,0,-17.744136,5.660488,1.235731,-46.704349,3.250442,-141.383159,9.650941,2.436691,-0.000000,0,0,0,0,0,0,-18.916634,37.484130,167.860339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0.000000,-0.000000,0.000000,59.264475,-0.297899,-94.370856,0,0,0,-17.623658,5.553484,1.491485,-13.413266,4.845621,-15.735748,20.279810,-22.899555,0.000000,0,0,0,-1.176671,20.186542,-0.333736,22.505197,42.458138,-57.991421,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.144226,0.859688,-83.372550,0,0,0,-17.623658,5.553484,1.491485,-46.346543,3.354568,-142.817085,10.434365,2.267420,-0.000000,0,0,0,0,0,0,-18.998823,37.560686,167.945073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0.000000,-0.000000,0.000000,59.305346,-0.306038,0.000000,0,0,0,-17.521960,5.447979,1.750043,-13.083620,4.250920,-16.666517,21.179082,-23.572833,0.000000,0,0,0,-1.364861,19.881195,-0.754247,22.340966,42.514786,-57.779924,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.121183,0.865097,-0.000000,0,0,0,-17.521960,5.447979,1.750043,-45.931859,3.501434,-144.444775,11.323056,2.152207,-0.000000,0,0,0,0,0,0,-19.075693,37.637760,168.018064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0.000000,-0.000000,0.000000,59.364360,-0.316448,118.418239,0,0,0,-17.442384,5.345474,2.007877,-12.802403,3.613855,-17.622559,22.221744,-24.350606,0.000000,0,0,0,-1.580634,19.545894,-1.155919,22.147694,42.567308,-57.555096,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.074482,0.869278,57.927481,0,0,0,-17.442384,5.345474,2.007877,-45.467606,3.687562,-146.240540,12.314757,2.109005,-0.000000,0,0,0,0,0,0,-19.146732,37.708751,168.092058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0.000000,-0.000000,0.000000,59.441801,-0.331185,-6.937471,0,0,0,-17.382286,5.243691,2.272435,-12.582748,2.934489,-18.565463,23.436618,-25.238483,0.000000,0,0,0,-1.826131,19.183641,-1.523267,21.931446,42.616323,-57.324700,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,36.004040,0.873761,59.420741,0,0,0,-17.382286,5.243691,2.272435,-44.962920,3.927587,-148.164387,13.397877,2.142956,-0.000000,0,0,0,0,0,0,-19.208788,37.782761,168.161626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0.000000,-0.000000,0.000000,59.535804,-0.346380,0.000000,0,0,0,-17.341811,5.141417,2.547483,-12.438147,2.219151,-19.470587,24.853919,-26.235035,0.000000,0,0,0,-2.097910,18.797933,-1.855861,21.695640,42.662683,-57.091985,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.911789,0.877379,60.807639,0,0,0,-17.341811,5.141417,2.547483,-44.427212,4.212522,-150.169551,14.564015,2.265014,-0.000000,0,0,0,0,0,0,-19.260236,37.853518,168.230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.000000,-0.000000,0.000000,59.656788,-0.365143,0.000000,0,0,0,-17.324372,5.043979,2.815114,-12.383322,1.473630,-20.302678,26.506971,-27.329169,0.000000,0,0,0,-2.395187,18.393593,-2.145159,21.444651,42.709764,-56.854908,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.796881,0.881663,97.295958,0,0,0,-17.324372,5.043979,2.815114,-43.872482,4.541128,-152.191823,15.803410,2.475106,-0.000000,0,0,0,0,0,0,-19.299174,37.926040,168.299108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0.000000,-0.000000,0.000000,59.796409,-0.384086,-118.838703,0,0,0,-17.329738,4.942189,3.093533,-12.430140,0.698962,-21.017084,28.431223,-28.502356,0.000000,0,0,0,-2.715749,17.975514,-2.386929,21.184308,42.754595,-56.617156,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.663992,0.884980,20.029060,0,0,0,-17.329738,4.942189,3.093533,-43.310712,4.912805,-154.164824,17.102695,2.758161,-0.000000,0,0,0,0,0,0,-19.322671,38.001821,168.371070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0.000000,-0.000000,0.000000,59.953585,-0.404649,139.101637,0,0,0,-17.354587,4.850088,3.372064,-12.591854,-0.096732,-21.578860,30.664555,-29.717211,0.000000,0,0,0,-3.055216,17.549342,-2.585688,20.922468,42.800608,-56.385665,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.515805,0.889167,-115.352019,0,0,0,-17.354587,4.850088,3.372064,-42.754253,5.316994,-156.027630,18.452643,3.100368,-0.000000,0,0,0,0,0,0,-19.331460,38.077991,168.440530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0.000000,-0.000000,0.000000,60.135929,-0.425121,0.000000,0,0,0,-17.404837,4.755104,3.654347,-12.877982,-0.912338,-21.933928,33.241642,-30.923055,0.000000,0,0,0,-3.411835,17.121607,-2.736408,20.661531,42.848558,-56.161020,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.355737,0.892093,-0.000000,0,0,0,-17.404837,4.755104,3.654347,-42.216687,5.750407,-157.717435,19.849066,3.477448,-0.000000,0,0,0,0,0,0,-19.322847,38.158514,168.513979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0.000000,-0.000000,0.000000,60.339723,-0.444705,0.000000,0,0,0,-17.470725,4.667044,3.933336,-13.297690,-1.746472,-22.044894,36.188411,-32.055255,0.000000,0,0,0,-3.781598,16.698493,-2.845816,20.410336,42.899027,-55.947636,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.186287,0.895105,-89.963424,0,0,0,-17.470725,4.667044,3.933336,-41.710493,6.205078,-159.182892,21.288669,3.858040,-0.000000,0,0,0,0,0,0,-19.295919,38.240878,168.587595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0.000000,-0.000000,0.000000,60.558298,-0.463728,-34.340230,0,0,0,-17.561703,4.573987,4.219906,-13.857463,-2.595790,-21.865164,39.519779,-33.024094,0.000000,0,0,0,-4.160615,16.286518,-2.919418,20.175074,42.950638,-55.747904,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,35.013047,0.896196,-0.000000,0,0,0,-17.561703,4.573987,4.219906,-41.247146,6.672236,-160.397654,22.770994,4.217854,-0.000000,0,0,0,0,0,0,-19.251918,38.325586,168.672905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0.000000,-0.000000,0.000000,60.791256,-0.479656,0.000000,0,0,0,-17.664281,4.494544,4.492459,-14.561026,-3.461712,-21.352752,43.221286,-33.734661,0.000000,0,0,0,-4.545203,15.892264,-2.963073,19.958040,43.000636,-55.560498,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.840310,0.898074,19.741334,0,0,0,-17.664281,4.494544,4.492459,-40.838065,7.148960,-161.354369,24.295834,4.527398,-0.000000,0,0,0,0,0,0,-19.190446,38.415522,168.752840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0.000000,-0.000000,0.000000,61.036117,-0.493467,0.000000,0,0,0,-17.780841,4.409254,4.776082,-15.409838,-4.341384,-20.455553,47.254361,-34.063493,0.000000,0,0,0,-4.930502,15.521948,-2.991619,19.766089,43.049624,-55.387099,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.671012,0.897476,-88.901891,0,0,0,-17.780841,4.409254,4.776082,-40.490386,7.621148,-162.049128,25.864094,4.772684,-0.000000,0,0,0,0,0,0,-19.111483,38.506982,168.844471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0.000000,-0.000000,0.000000,61.293517,-0.504138,0.000000,0,0,0,-17.911637,4.331627,5.049302,-16.402926,-5.233514,-19.134053,51.528092,-33.899213,0.000000,0,0,0,-5.313248,15.181392,-3.012908,19.605394,43.098015,-55.234988,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.510880,0.898982,-0.000000,0,0,0,-17.911637,4.331627,5.049302,-40.211178,8.085890,-162.509147,27.473294,4.941247,-0.000000,0,0,0,0,0,0,-19.016855,38.603739,168.925761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0.000000,-0.000000,0.000000,61.551096,-0.512351,153.797209,0,0,0,-18.049580,4.256791,5.326438,-17.536608,-6.140463,-17.332582,55.920750,-33.125020,0.000000,0,0,0,-5.689797,14.875670,-3.040856,19.480618,43.140710,-55.104231,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.361061,0.898287,19.536008,0,0,0,-18.049580,4.256791,5.326438,-40.003538,8.536288,-162.763296,29.117999,5.026058,-0.000000,0,0,0,0,0,0,-18.909145,38.700160,169.013815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0.000000,-0.000000,0.000000,61.816045,-0.517950,-24.304243,0,0,0,-18.204244,4.185532,5.593067,-18.806114,-7.056820,-15.009287,60.273418,-31.646643,0.000000,0,0,0,-6.056171,14.609456,-3.090895,19.393822,43.179835,-54.993915,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.225893,0.897080,-169.560843,0,0,0,-18.204244,4.185532,5.593067,-39.868729,8.963162,-162.841758,30.792303,5.028592,-0.000000,0,0,0,0,0,0,-18.788549,38.797349,169.103673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0.000000,-0.000000,0.000000,62.082782,-0.520802,0.000000,0,0,0,-18.359102,4.119200,5.856343,-20.204201,-7.976215,-12.109396,64.422535,-29.383774,0.000000,0,0,0,-6.409360,14.386305,-3.177161,19.346931,43.209666,-54.908528,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.108248,0.895437,-0.000000,0,0,0,-18.359102,4.119200,5.856343,-39.804425,9.359862,-162.789128,32.485667,4.962259,-0.000000,0,0,0,0,0,0,-18.658613,38.897767,169.180028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0.000000,-0.000000,0.000000,62.344509,-0.521804,0.000000,0,0,0,-18.520303,4.055956,6.119788,-21.721780,-8.899876,-8.586057,68.217405,-26.299712,0.000000,0,0,0,-6.747965,14.208866,-3.309640,19.340095,43.225744,-54.835952,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.009029,0.893683,79.275352,0,0,0,-18.520303,4.055956,6.119788,-39.806107,9.722824,-162.638494,34.187306,4.838949,-0.000000,0,0,0,0,0,0,-18.520320,39.001760,169.251513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0.000000,-0.000000,0.000000,62.605353,-0.522644,160.894201,0,0,0,-18.678280,3.994987,6.376238,-23.349718,-9.816460,-4.418116,71.539840,-22.388494,0.000000,0,0,0,-7.069701,14.078989,-3.504039,19.379995,43.236355,-54.795593,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.930347,0.890707,-0.000000,0,0,0,-18.678280,3.994987,6.376238,-39.866807,10.044644,-162.425914,35.883164,4.676395,-0.000000,0,0,0,0,0,0,-18.377872,39.098620,169.315349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0.000000,-0.000000,0.000000,62.860922,-0.522781,-46.040999,0,0,0,-18.833065,3.938328,6.629321,-25.076424,-10.722832,0.393273,74.316144,-17.696718,0.000000,0,0,0,-7.374970,13.997195,-3.764520,19.460288,43.230015,-54.772764,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.872385,0.888004,-97.807509,0,0,0,-18.833065,3.938328,6.629321,-39.977955,10.326510,-162.183733,37.559854,4.494713,-0.000000,0,0,0,0,0,0,-18.233101,39.196154,169.367781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0.000000,-0.000000,0.000000,63.110292,-0.524718,163.853308,0,0,0,-18.990875,3.880054,6.882578,-26.889718,-11.609177,5.779924,76.513899,-12.336069,0.000000,0,0,0,-7.663058,13.962520,-4.100788,19.581629,43.210953,-54.771526,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.836275,0.883850,-0.000000,0,0,0,-18.990875,3.880054,6.882578,-40.128925,10.562925,-161.935717,39.204548,4.318587,-0.000000,0,0,0,0,0,0,-18.088519,39.286545,169.409386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0.000000,-0.000000,0.000000,63.357988,-0.528577,-79.306850,0,0,0,-19.142464,3.819815,7.128936,-28.775498,-12.464072,11.594162,78.130167,-6.495197,0.000000,0,0,0,-7.934628,13.972852,-4.516648,19.741209,43.176157,-54.787354,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.821884,0.881188,-160.841357,0,0,0,-19.142464,3.819815,7.128936,-40.308116,10.753478,-161.703062,40.803396,4.165278,-0.000000,0,0,0,0,0,0,-17.944583,39.375342,169.431362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0.000000,-0.000000,0.000000,63.598387,-0.537145,129.231251,0,0,0,-19.290959,3.766366,7.371981,-30.719357,-13.281814,17.629820,79.183764,-0.421169,0.000000,0,0,0,-8.190003,14.025557,-5.014220,19.936466,43.124964,-54.819217,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.827597,0.877454,85.943713,0,0,0,-19.290959,3.766366,7.371981,-40.504757,10.900885,-161.498448,42.344413,4.049440,-0.000000,0,0,0,0,0,0,-17.804340,39.458764,169.444033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0.000000,-0.000000,0.000000,63.841438,-0.550612,127.550096,0,0,0,-19.436767,3.706396,7.608268,-32.703771,-14.054660,23.633556,79.695010,5.597825,0.000000,0,0,0,-8.431780,14.116442,-5.588328,20.165628,43.063763,-54.872952,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.851444,0.873587,-0.000000,0,0,0,-19.436767,3.706396,7.608268,-40.708129,11.011872,-161.334710,43.817289,3.982848,-0.000000,0,0,0,0,0,0,-17.667328,39.534676,169.429651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0.000000,-0.000000,0.000000,64.078481,-0.569670,0.000000,0,0,0,-19.573483,3.652260,7.845042,-34.710980,-14.779251,29.350987,79.682674,11.277634,0.000000,0,0,0,-8.661097,14.240785,-6.236296,20.422072,42.985634,-54.936540,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.892892,0.867967,-92.022210,0,0,0,-19.573483,3.652260,7.845042,-40.907804,11.087140,-161.213163,45.215240,3.976758,-0.000000,0,0,0,0,0,0,-17.535341,39.604221,169.405897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0.000000,-0.000000,0.000000,64.315964,-0.595662,0.000000,0,0,0,-19.707736,3.591682,8.075173,-36.721867,-15.454943,34.585881,79.158117,16.393087,0.000000,0,0,0,-8.880138,14.393458,-6.947945,20.701237,42.894354,-55.013207,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,33.950526,0.863816,-0.000000,0,0,0,-19.707736,3.591682,8.075173,-41.095957,11.138321,-161.139564,46.531653,4.033347,-0.000000,0,0,0,0,0,0,-17.406728,39.672477,169.351038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0.000000,-0.000000,0.000000,64.555605,-0.628745,0.000000,0,0,0,-19.833397,3.530496,8.302405,-38.715603,-16.082304,39.229459,78.128596,20.806576,0.000000,0,0,0,-9.091739,14.569158,-7.711656,21.004118,42.796390,-55.109112,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,34.019456,0.858737,-0.000000,0,0,0,-19.833397,3.530496,8.302405,-41.265538,11.173348,-161.110058,47.763144,4.149862,-0.000000,0,0,0,0,0,0,-17.280992,39.730842,169.277304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
