Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
9,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.747703,-1.970282,64.915725,0.000000,0.000000,0.000000,-9.270970,-3.975057,-65.368495,-47.998306,-12.418371,54.373977,12.569227,-6.162705,0.000000,0.000000,0.000000,0.000000,-7.008833,13.722687,96.246248,10.992417,50.262573,-35.986186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.725657,0.620417,28.885103,0.000000,0.000000,0.000000,-9.270970,-3.975057,-65.368495,-26.125829,13.699638,169.289378,52.746457,26.366055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.898907,41.682670,153.570650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.827724,-1.987976,55.462003,0.000000,0.000000,0.000000,-9.515592,-4.021252,-65.617789,-47.019613,-11.998574,54.169606,10.632356,-7.846561,0.000000,0.000000,0.000000,0.000000,-6.896134,14.043335,96.952898,10.078545,50.505480,-35.139383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.693038,0.653029,27.013885,0.000000,0.000000,0.000000,-9.515592,-4.021252,-65.617789,-24.968130,13.509603,160.018149,51.289652,27.205040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.663048,41.829529,153.589365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.721734,-1.999518,49.690317,0.000000,0.000000,0.000000,-9.780896,-4.094152,-65.634159,-45.841569,-11.364608,53.502781,9.105859,-8.985080,0.000000,0.000000,0.000000,0.000000,-6.647257,14.383636,97.311959,9.113583,50.591510,-34.204648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.523904,0.683780,27.201021,0.000000,0.000000,0.000000,-9.780896,-4.094152,-65.634159,-23.563978,13.131007,159.957357,49.163536,27.802303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.575860,41.809051,153.204207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.725337,-2.013385,49.899191,0.000000,0.000000,0.000000,-10.112847,-4.213981,-65.715502,-44.664188,-10.542384,52.525008,8.162309,-9.633865,0.000000,0.000000,0.000000,0.000000,-6.283941,14.799179,97.737480,8.184958,50.751936,-33.395578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.402118,0.714158,44.776908,0.000000,0.000000,0.000000,-10.112847,-4.213981,-65.715502,-22.060229,12.607029,162.419012,46.608393,28.222343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.690845,41.815117,153.159689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.767438,-2.026849,52.455121,0.000000,0.000000,0.000000,-10.504539,-4.373449,-65.795624,-43.402257,-9.495480,51.082215,7.641218,-10.015169,0.000000,0.000000,0.000000,0.000000,-5.801188,15.266936,98.112532,7.274838,50.934012,-32.666296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.286688,0.743062,73.924008,0.000000,0.000000,0.000000,-10.504539,-4.373449,-65.795624,-20.433679,11.923009,162.952285,43.630231,28.427328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.006417,41.809281,153.289134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.846860,-2.040089,52.214891,0.000000,0.000000,0.000000,-10.962285,-4.568972,-65.874343,-42.056101,-8.220139,49.080544,7.393953,-10.272258,0.000000,0.000000,0.000000,0.000000,-5.210342,15.769955,98.418621,6.386855,51.137080,-32.013852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.179635,0.769843,89.923911,0.000000,0.000000,0.000000,-10.962285,-4.568972,-65.874343,-18.724112,11.094605,160.536637,40.393026,28.401424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.519116,41.797277,153.590312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.964376,-2.053876,48.086191,0.000000,0.000000,0.000000,-11.494600,-4.796516,-65.948622,-40.657007,-6.744000,46.463170,7.277847,-10.489626,0.000000,0.000000,0.000000,0.000000,-4.531723,16.284821,98.636832,5.527229,51.360661,-31.432151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.083680,0.793605,73.531507,0.000000,0.000000,0.000000,-11.494600,-4.796516,-65.948622,-17.002157,10.151752,156.505229,37.152609,28.159645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.213881,41.784782,154.057109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.121432,-2.069201,43.294171,0.000000,0.000000,0.000000,-12.110166,-5.051963,-66.012058,-39.256469,-5.127362,43.239325,7.194735,-10.705333,0.000000,0.000000,0.000000,0.000000,-3.791902,16.783224,98.747510,4.705957,51.604467,-30.914098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.002139,0.813154,28.654898,0.000000,0.000000,0.000000,-12.110166,-5.051963,-66.012058,-15.366444,9.133177,152.455198,34.220318,27.771466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.064259,41.776582,154.679557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.317523,-2.086748,39.226427,0.000000,0.000000,0.000000,-12.814892,-5.331246,-66.055536,-37.908206,-3.451363,39.499732,7.107639,-10.937282,0.000000,0.000000,0.000000,0.000000,-3.019554,17.234902,98.730626,3.937851,51.867652,-30.454226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.938584,0.827130,-21.955976,0.000000,0.000000,0.000000,-12.814892,-5.331246,-66.055536,-13.934154,8.080381,149.239117,31.908833,27.365305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.033869,41.775866,155.443852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.547198,-2.106393,32.965481,0.000000,0.000000,0.000000,-13.608530,-5.630254,-66.069176,-36.651062,-1.797308,35.412114,7.031263,-11.205303,0.000000,0.000000,0.000000,0.000000,-2.240946,17.612141,98.567274,3.242928,52.147484,-30.051155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.896175,0.834297,-54.988777,0.000000,0.000000,0.000000,-13.608530,-5.630254,-66.069176,-12.826621,7.033017,147.123524,30.480837,27.105371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.079045,41.783898,156.332399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.798166,-2.126964,22.786175,0.000000,0.000000,0.000000,-14.481252,-5.944434,-66.045292,-35.499787,-0.226791,31.197884,7.005812,-11.536220,0.000000,0.000000,0.000000,0.000000,-1.476365,17.895106,98.242374,2.645716,52.438056,-29.709097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.876909,0.833868,-62.492564,0.000000,0.000000,0.000000,-14.481252,-5.944434,-66.045292,-12.153077,6.025862,146.177978,30.118761,27.145621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.152458,41.800030,157.324037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.051681,-2.146444,13.273809,0.000000,0.000000,0.000000,-15.411094,-6.268117,-65.981432,-34.446018,1.228043,27.095965,7.070160,-11.952735,0.000000,0.000000,0.000000,0.000000,-0.738663,18.076467,97.748222,2.173180,52.729677,-29.437702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.881251,0.825680,-52.434883,0.000000,0.000000,0.000000,-15.411094,-6.268117,-65.981432,-11.995934,5.086569,146.164641,30.919771,27.574954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.207405,41.821807,158.394781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.285414,-2.162561,11.134289,0.000000,0.000000,0.000000,-16.363766,-6.593789,-65.882437,-33.466981,2.560647,23.321327,7.245952,-12.458408,0.000000,0.000000,0.000000,0.000000,-0.034510,18.163465,97.088152,1.851314,53.009227,-29.250165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.908542,0.810219,-37.367009,0.000000,0.000000,0.000000,-16.363766,-6.593789,-65.882437,-12.400392,4.233898,146.118109,32.903459,28.368741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.202175,41.845200,159.518969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.477912,-2.173511,19.011074,0.000000,0.000000,0.000000,-17.295632,-6.911628,-65.760832,-32.536893,3.776737,20.026930,7.534189,-13.031882,0.000000,0.000000,0.000000,0.000000,0.632040,18.176304,96.279247,1.700917,53.261352,-29.160165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.958096,0.788554,-25.445942,0.000000,0.000000,0.000000,-17.295632,-6.911628,-65.760832,-13.370005,3.477523,144.544556,36.012499,29.357418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.103696,41.865200,160.670351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.613125,-2.178497,33.061884,0.000000,0.000000,0.000000,-18.159143,-7.209523,-65.635634,-31.636356,4.879921,17.278398,7.918839,-13.634581,0.000000,0.000000,0.000000,0.000000,1.255088,18.143078,95.352901,1.733462,53.470055,-29.178446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.030325,0.762200,-18.503849,0.000000,0.000000,0.000000,-18.159143,-7.209523,-65.635634,-14.868505,2.820933,140.926407,40.095312,30.219712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.889676,41.876771,161.822860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.683512,-2.177916,42.502223,0.000000,0.000000,0.000000,-18.909076,-7.473707,-65.530190,-30.756898,5.863984,15.048983,8.371804,-14.225699,0.000000,0.000000,0.000000,0.000000,1.823547,18.092814,94.352157,1.948094,53.620350,-29.309936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.127151,0.732903,-14.406958,0.000000,0.000000,0.000000,-18.909076,-7.473707,-65.530190,-16.826830,2.267309,137.788912,44.879692,30.509667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.548786,41.875772,162.951144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.690908,-2.173129,36.010625,0.000000,0.000000,0.000000,-19.507954,-7.689896,-65.469450,-29.900113,6.714595,13.236729,8.857289,-14.774420,0.000000,0.000000,0.000000,0.000000,2.320595,18.048899,93.325704,2.330636,53.699836,-29.552217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.251421,0.702400,-12.275381,0.000000,0.000000,0.000000,-19.507954,-7.689896,-65.469450,-19.153386,1.825775,140.868180,49.963094,29.727561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.079069,41.859387,164.030818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.645142,-2.165970,14.150966,0.000000,0.000000,0.000000,-19.929580,-7.844663,-65.476669,-29.072834,7.417504,11.698187,9.336858,-15.263140,0.000000,0.000000,0.000000,0.000000,2.726362,18.024784,92.319773,2.854936,53.700028,-29.895679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.405666,0.672252,-13.745703,0.000000,0.000000,0.000000,-19.929580,-7.844663,-65.476669,-21.744995,1.514082,154.858641,54.843866,27.436091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.485243,41.826118,165.038302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.561114,-2.158230,-7.133651,0.000000,0.000000,0.000000,-20.160615,-7.926771,-65.569956,-28.280953,7.967245,10.287499,9.776677,-15.682675,0.000000,0.000000,0.000000,0.000000,3.022826,18.022772,91.370235,3.486314,53.617298,-30.325332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.590752,0.643802,-17.036993,0.000000,0.000000,0.000000,-20.160615,-7.926771,-65.569956,-24.496327,1.354942,175.557444,58.995332,23.401036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.775796,41.775704,165.950206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
