Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
9,0,0,0,0,0.000000,-0.000000,0.000000,70.120608,-2.541609,-148.492606,0,0,0,-21.782051,-8.912173,-153.945712,-31.883794,-7.229792,28.698698,45.235950,-2.078945,0.000000,0,0,0,-2.785335,18.713259,-164.679430,22.387557,42.240908,-56.500702,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.834704,0.744143,91.989158,0,0,0,-21.782051,-8.912173,-153.945712,-25.971592,8.190447,170.324881,12.981837,10.658015,-0.000000,0,0,0,0,0,0,-9.301863,43.469435,158.992814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0.000000,-0.000000,0.000000,70.202964,-2.537475,0.000000,0,0,0,-21.670449,-8.985869,-153.387372,-32.702729,-7.194781,30.444176,42.995090,-1.646635,0.000000,0,0,0,-2.691982,18.869723,-164.852541,22.545684,42.260230,-56.555479,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.877053,0.746392,-0.000000,0,0,0,-21.670449,-8.985869,-153.387372,-25.735628,8.138352,170.081582,13.019040,10.682313,-0.000000,0,0,0,0,0,0,-9.120916,43.596847,158.828902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0.000000,-0.000000,0.000000,70.289250,-2.534394,111.582408,0,0,0,-21.558464,-9.042702,-152.851798,-33.475259,-7.164872,32.004790,40.653585,-1.476436,0.000000,0,0,0,-2.606989,19.024428,-165.014959,22.698513,42.283516,-56.604716,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.913279,0.750004,-0.000000,0,0,0,-21.558464,-9.042702,-152.851798,-25.499345,8.089259,169.850632,13.060073,10.710864,-0.000000,0,0,0,0,0,0,-8.941812,43.727588,158.645919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0.000000,-0.000000,0.000000,70.377992,-2.532886,-148.404451,0,0,0,-21.450574,-9.077472,-152.345303,-34.201217,-7.138921,33.401614,38.234101,-1.533775,0.000000,0,0,0,-2.530980,19.176605,-165.169966,22.844965,42.312938,-56.650270,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.945709,0.752978,-0.000000,0,0,0,-21.450574,-9.077472,-152.345303,-25.261508,8.042869,169.615342,13.101820,10.751167,-0.000000,0,0,0,0,0,0,-8.762448,43.857975,158.453359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0.000000,-0.000000,0.000000,70.463156,-2.531072,0.000000,0,0,0,-21.346242,-9.091235,-151.864873,-34.879480,-7.124081,34.669335,35.760576,-1.785142,0.000000,0,0,0,-2.466570,19.325061,-165.314225,22.989021,42.349046,-56.700871,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.975020,0.756184,15.643433,0,0,0,-21.346242,-9.091235,-151.864873,-25.020793,8.006096,169.361265,13.143773,10.799385,-0.000000,0,0,0,0,0,0,-8.586164,43.985840,158.250425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0.000000,-0.000000,0.000000,70.549985,-2.530025,-148.427636,0,0,0,-21.238167,-9.083162,-151.404242,-35.511440,-7.117183,35.835683,33.254419,-2.193393,0.000000,0,0,0,-2.413201,19.468982,-165.453782,23.128222,42.393769,-56.752057,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.001193,0.760511,-0.000000,0,0,0,-21.238167,-9.083162,-151.404242,-24.776993,7.977228,169.077164,13.185616,10.859423,-0.000000,0,0,0,0,0,0,-8.405712,44.116248,158.029494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0.000000,-0.000000,0.000000,70.631326,-2.530117,0.000000,0,0,0,-21.138346,-9.048779,-150.975785,-36.097380,-7.125808,36.918542,30.738600,-2.733718,0.000000,0,0,0,-2.373381,19.606891,-165.585378,23.264292,42.442993,-56.802683,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.027651,0.765575,-82.565944,0,0,0,-21.138346,-9.048779,-150.975785,-24.529762,7.960637,168.748799,13.229251,10.937855,-0.000000,0,0,0,0,0,0,-8.221825,44.250717,157.789144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0.000000,-0.000000,0.000000,70.709524,-2.529150,0.000000,0,0,0,-21.037580,-9.000535,-150.563987,-36.641174,-7.140960,37.934891,28.234048,-3.372339,0.000000,0,0,0,-2.344833,19.738681,-165.717332,23.397795,42.499946,-56.858514,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.052219,0.769652,-82.070739,0,0,0,-21.037580,-9.000535,-150.563987,-24.279290,7.954222,168.373823,13.275855,11.028712,-0.000000,0,0,0,0,0,0,-8.039606,44.379574,157.550318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.000000,-0.000000,0.000000,70.781186,-2.530021,-143.571061,0,0,0,-20.939187,-8.926628,-150.184082,-37.144704,-7.165064,38.900598,25.767144,-4.086008,0.000000,0,0,0,-2.328096,19.862716,-165.850131,23.531890,42.563232,-56.922826,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.077154,0.773798,-0.000000,0,0,0,-20.939187,-8.926628,-150.184082,-24.025833,7.958054,167.942406,13.328402,11.142546,-0.000000,0,0,0,0,0,0,-7.855658,44.508579,157.304732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0.000000,-0.000000,0.000000,70.845471,-2.530339,0.000000,0,0,0,-20.842147,-8.824852,-149.829657,-37.609991,-7.200086,39.832200,23.362914,-4.848615,0.000000,0,0,0,-2.323040,19.978115,-165.982618,23.664759,42.627221,-56.988328,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.102538,0.778236,-0.000000,0,0,0,-20.842147,-8.824852,-149.829657,-23.769101,7.973051,167.447580,13.388495,11.276339,-0.000000,0,0,0,0,0,0,-7.665940,44.644094,157.047007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0.000000,-0.000000,0.000000,70.904140,-2.531104,105.368295,0,0,0,-20.751570,-8.708865,-149.494585,-38.041479,-7.243270,40.734290,21.048379,-5.637929,0.000000,0,0,0,-2.328928,20.083958,-166.117668,23.799616,42.700090,-57.066841,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.127694,0.783051,-0.000000,0,0,0,-20.751570,-8.708865,-149.494585,-23.509223,7.999841,166.886416,13.458228,11.432430,-0.000000,0,0,0,0,0,0,-7.476943,44.776059,156.786728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0.000000,-0.000000,0.000000,70.948772,-2.531415,0.000000,0,0,0,-20.658660,-8.575069,-149.177901,-38.442915,-7.290500,41.619638,18.851655,-6.430104,0.000000,0,0,0,-2.343503,20.178966,-166.259196,23.941973,42.775164,-57.163071,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.153494,0.787272,-0.000000,0,0,0,-20.658660,-8.575069,-149.177901,-23.245776,8.034141,166.260422,13.539016,11.615965,-0.000000,0,0,0,0,0,0,-7.287818,44.905024,156.530641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0.000000,-0.000000,0.000000,70.979685,-2.531722,-148.410309,0,0,0,-20.566852,-8.425432,-148.883350,-38.817376,-7.344445,42.492840,16.797721,-7.206619,0.000000,0,0,0,-2.366083,20.262693,-166.405527,24.085613,42.848482,-57.264630,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.178209,0.792201,100.726841,0,0,0,-20.566852,-8.425432,-148.883350,-22.978151,8.074508,165.571607,13.631777,11.826178,-0.000000,0,0,0,0,0,0,-7.096037,45.041814,156.266483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0.000000,-0.000000,0.000000,71.000986,-2.533090,168.766115,0,0,0,-20.480306,-8.255494,-148.613356,-39.169043,-7.408021,43.363104,14.914957,-7.954902,0.000000,0,0,0,-2.396188,20.334631,-166.556658,24.233492,42.923783,-57.381153,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.202390,0.795283,-78.665689,0,0,0,-20.480306,-8.255494,-148.613356,-22.705685,8.122947,164.822222,13.735985,12.062062,-0.000000,0,0,0,0,0,0,-6.907699,45.173510,156.013564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0.000000,-0.000000,0.000000,71.008952,-2.532464,0.000000,0,0,0,-20.390872,-8.071753,-148.358833,-39.501093,-7.477066,44.237136,13.219304,-8.654885,0.000000,0,0,0,-2.431252,20.394094,-166.713141,24.386713,42.996686,-57.513620,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.225400,0.798216,-78.049607,0,0,0,-20.390872,-8.071753,-148.358833,-22.427931,8.170587,164.024358,13.852712,12.328623,-0.000000,0,0,0,0,0,0,-6.722548,45.306115,155.761177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0.000000,-0.000000,0.000000,71.008077,-2.534012,31.806628,0,0,0,-20.303092,-7.875663,-148.125662,-39.817113,-7.552366,45.117126,11.726188,-9.298171,0.000000,0,0,0,-2.470229,20.441183,-166.876040,24.545126,43.068215,-57.659845,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.247154,0.799813,-0.000000,0,0,0,-20.303092,-7.875663,-148.125662,-22.144171,8.216885,163.185705,13.979965,12.626241,-0.000000,0,0,0,0,0,0,-6.542968,45.435531,155.519232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0.000000,-0.000000,0.000000,70.997470,-2.533925,-114.036108,0,0,0,-20.219055,-7.669233,-147.907501,-40.118577,-7.638603,46.001965,10.442553,-9.879269,0.000000,0,0,0,-2.512439,20.476060,-167.040536,24.707590,43.136925,-57.822003,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.264459,0.802333,-164.081371,0,0,0,-20.219055,-7.669233,-147.907501,-21.853795,8.261110,162.319905,14.118492,12.951369,-0.000000,0,0,0,0,0,0,-6.368586,45.566401,155.286132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0.000000,-0.000000,0.000000,70.972778,-2.534773,32.007592,0,0,0,-20.138526,-7.455698,-147.704902,-40.406747,-7.734837,46.895107,9.365611,-10.389821,0.000000,0,0,0,-2.556973,20.499024,-167.206214,24.872167,43.198253,-57.992964,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.279114,0.804101,-0.000000,0,0,0,-20.138526,-7.455698,-147.704902,-21.556775,8.298439,161.438234,14.266972,13.305759,-0.000000,0,0,0,0,0,0,-6.201079,45.697048,155.057437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0.000000,-0.000000,0.000000,70.941636,-2.536464,65.954309,0,0,0,-20.056143,-7.234286,-147.520300,-40.680743,-7.843648,47.782772,8.486981,-10.833496,0.000000,0,0,0,-2.603046,20.510452,-167.369718,25.037927,43.255057,-58.178107,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.287699,0.804278,3.662327,0,0,0,-20.056143,-7.234286,-147.520300,-21.251891,8.328818,160.557042,14.425827,13.682644,-0.000000,0,0,0,0,0,0,-6.045552,45.826493,154.847614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0.000000,-0.000000,0.000000,70.901997,-2.537869,63.778054,0,0,0,-19.972233,-7.008732,-147.342342,-40.939930,-7.964751,48.665279,7.790141,-11.206792,0.000000,0,0,0,-2.650493,20.511034,-167.527715,25.199787,43.303634,-58.367846,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.291514,0.804919,-74.984061,0,0,0,-19.972233,-7.008732,-147.342342,-20.940133,8.348444,159.682898,14.594409,14.082235,-0.000000,0,0,0,0,0,0,-5.901875,45.951253,154.648298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0.000000,-0.000000,0.000000,70.858855,-2.540525,98.664433,0,0,0,-19.895672,-6.781280,-147.183138,-41.181628,-8.096818,49.524208,7.254581,-11.517470,0.000000,0,0,0,-2.698356,20.501660,-167.679766,25.358124,43.345846,-58.567280,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.288235,0.804415,-0.000000,0,0,0,-19.895672,-6.781280,-147.183138,-20.621022,8.353686,158.832439,14.772958,14.499789,-0.000000,0,0,0,0,0,0,-5.773330,46.073805,154.467805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0.000000,-0.000000,0.000000,70.813757,-2.544898,-45.988356,0,0,0,-19.816168,-6.553196,-147.040042,-41.402854,-8.241591,50.352479,6.855677,-11.767950,0.000000,0,0,0,-2.747862,20.483351,-167.820230,25.508377,43.381540,-58.769043,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.278165,0.803953,99.944265,0,0,0,-19.816168,-6.553196,-147.040042,-20.295017,8.345479,158.011814,14.962637,14.929373,-0.000000,0,0,0,0,0,0,-5.659278,46.194481,154.304394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0.000000,-0.000000,0.000000,70.765454,-2.549770,-31.117762,0,0,0,-19.736738,-6.327800,-146.913446,-41.599873,-8.397098,51.132400,6.571101,-11.968328,0.000000,0,0,0,-2.798630,20.456567,-167.947246,25.646323,43.405811,-58.967021,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.260027,0.802651,-0.000000,0,0,0,-19.736738,-6.327800,-146.913446,-19.962510,8.322511,157.224107,15.164354,15.366675,-0.000000,0,0,0,0,0,0,-5.563641,46.310422,154.153482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0.000000,-0.000000,0.000000,70.716023,-2.558932,58.563304,0,0,0,-19.665631,-6.099808,-146.797539,-41.768320,-8.563133,51.860359,6.380480,-12.124911,0.000000,0,0,0,-2.851379,20.422033,-168.059596,25.771379,43.424541,-59.163614,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.233592,0.802174,-72.760009,0,0,0,-19.665631,-6.099808,-146.797539,-19.623619,8.282056,156.474511,15.379774,15.805905,-0.000000,0,0,0,0,0,0,-5.489521,46.419296,154.029133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0.000000,-0.000000,0.000000,70.669692,-2.568229,138.079588,0,0,0,-19.590774,-5.882002,-146.695348,-41.905060,-8.733156,52.509305,6.260066,-12.244628,0.000000,0,0,0,-2.906292,20.380333,-168.157135,25.877886,43.436421,-59.356721,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.197762,0.802338,15.128027,0,0,0,-19.590774,-5.882002,-146.695348,-19.278966,8.222422,155.762526,15.609663,16.246177,-0.000000,0,0,0,0,0,0,-5.434215,46.524838,153.921207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0.000000,-0.000000,0.000000,70.630960,-2.579706,159.545884,0,0,0,-19.515718,-5.670103,-146.610477,-42.005456,-8.910615,53.077801,6.196614,-12.333302,0.000000,0,0,0,-2.965517,20.331486,-168.234688,25.961801,43.442242,-59.540021,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.152722,0.800704,-79.444192,0,0,0,-19.515718,-5.670103,-146.610477,-18.929175,8.145922,155.080624,15.856623,16.682345,-0.000000,0,0,0,0,0,0,-5.404302,46.618385,153.844293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0.000000,-0.000000,0.000000,70.590784,-2.592407,-39.431407,0,0,0,-19.449110,-5.465386,-146.536343,-42.068013,-9.083397,53.547075,6.179004,-12.394984,0.000000,0,0,0,-3.026968,20.276075,-168.300525,26.021871,43.438049,-59.711342,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.099949,0.802962,-0.000000,0,0,0,-19.449110,-5.465386,-146.536343,-18.574074,8.048444,154.435418,16.122724,17.110847,-0.000000,0,0,0,0,0,0,-5.396123,46.712083,153.777533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0.000000,-0.000000,0.000000,70.551804,-2.607137,-106.117871,0,0,0,-19.384416,-5.268165,-146.473355,-42.088092,-9.258478,53.924196,6.209699,-12.436411,0.000000,0,0,0,-3.092887,20.213138,-168.349379,26.057288,43.426438,-59.874219,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.036383,0.802894,-70.927460,0,0,0,-19.384416,-5.268165,-146.473355,-18.213601,7.931747,153.807208,16.407504,17.533484,-0.000000,0,0,0,0,0,0,-5.415406,46.790418,153.751731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0.000000,-0.000000,0.000000,70.520776,-2.624076,79.681291,0,0,0,-19.323901,-5.082311,-146.429711,-42.066475,-9.424119,54.196649,6.287654,-12.456315,0.000000,0,0,0,-3.162533,20.142808,-168.387188,26.065437,43.409707,-60.024293,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.962501,0.805193,-70.540210,0,0,0,-19.323901,-5.082311,-146.429711,-17.849245,7.796615,153.190132,16.713151,17.949129,-0.000000,0,0,0,0,0,0,-5.459877,46.862852,153.746406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0.000000,-0.000000,0.000000,70.491264,-2.642203,-144.347236,0,0,0,-19.270603,-4.908883,-146.391038,-42.001349,-9.578422,54.355564,6.418843,-12.455816,0.000000,0,0,0,-3.235439,20.064069,-168.416849,26.044819,43.387862,-60.162336,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.881467,0.807337,109.809933,0,0,0,-19.270603,-4.908883,-146.391038,-17.480296,7.639536,152.578328,17.039375,18.363965,-0.000000,0,0,0,0,0,0,-5.533715,46.922585,153.775379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
