Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
9,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.681683,-2.526107,-28.625514,0.000000,0.000000,0.000000,-20.906382,-8.913092,-149.952571,-37.110676,-7.149832,38.873989,25.632689,-4.079939,0.000000,0.000000,0.000000,0.000000,-2.321263,19.838651,-165.612804,23.500852,42.500080,-56.838216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.022626,0.773072,-19.055698,0.000000,0.000000,0.000000,-20.906382,-8.913092,-149.952571,-23.988971,7.945237,167.697836,13.314350,11.121565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.839110,44.449493,157.070703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.975490,-2.533721,-11.639725,0.000000,0.000000,0.000000,-20.773507,-8.720571,-149.657860,-38.067059,-7.245908,40.721354,21.085361,-5.669138,0.000000,0.000000,0.000000,0.000000,-2.331780,20.102930,-166.289569,23.823698,42.744388,-57.127829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.166887,0.783966,-16.692904,0.000000,0.000000,0.000000,-20.773507,-8.720571,-149.657860,-23.541134,8.008890,167.070069,13.475637,11.440308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.488345,44.819788,156.956582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.980111,-2.532123,2.350869,0.000000,0.000000,0.000000,-20.567089,-8.424734,-148.884050,-38.819318,-7.344636,42.491558,16.804973,-7.206656,0.000000,0.000000,0.000000,0.000000,-2.366316,20.263122,-166.404996,24.085147,42.848970,-57.263759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.178947,0.791418,-21.041631,0.000000,0.000000,0.000000,-20.567089,-8.424734,-148.884050,-22.978086,8.076245,165.568037,13.631552,11.823533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.095676,45.040001,156.268144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.011023,-2.532963,10.160889,0.000000,0.000000,0.000000,-20.390942,-8.072739,-148.358354,-39.505422,-7.476411,44.251242,13.237629,-8.645423,0.000000,0.000000,0.000000,0.000000,-2.430986,20.394472,-166.714740,24.387731,42.997901,-57.513884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.226583,0.798052,-31.091119,0.000000,0.000000,0.000000,-20.390942,-8.072739,-148.358354,-22.427103,8.170110,164.029507,13.849752,12.329750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.721569,45.304868,155.760940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.995794,-2.533779,17.275697,0.000000,0.000000,0.000000,-20.220415,-7.670888,-147.904155,-40.124281,-7.640131,46.023744,10.455237,-9.869564,0.000000,0.000000,0.000000,0.000000,-2.512130,20.476638,-167.041655,24.708534,43.136189,-57.820968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.265283,0.802473,-35.956010,0.000000,0.000000,0.000000,-20.220415,-7.670888,-147.904155,-21.853117,8.261426,162.332088,14.114278,12.952482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.366371,45.567897,155.282275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.941415,-2.535689,29.435859,0.000000,0.000000,0.000000,-20.054932,-7.234978,-147.514157,-40.686362,-7.845024,47.801279,8.484468,-10.827690,0.000000,0.000000,0.000000,0.000000,-2.602213,20.511243,-167.370492,25.038319,43.254531,-58.177392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.288334,0.804474,-29.251059,0.000000,0.000000,0.000000,-20.054932,-7.234978,-147.514157,-21.251691,8.329376,160.559036,14.420932,13.683058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.044410,45.826154,154.846247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.859866,-2.540602,44.193569,0.000000,0.000000,0.000000,-19.894090,-6.781252,-147.183769,-41.185878,-8.097481,49.533414,7.237581,-11.516732,0.000000,0.000000,0.000000,0.000000,-2.697322,20.503006,-167.679799,25.359642,43.346136,-58.566940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.288788,0.804362,-16.964962,0.000000,0.000000,0.000000,-19.894090,-6.781252,-147.183769,-20.621152,8.355097,158.807955,14.768906,14.498214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.771299,46.075428,154.465828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.765574,-2.550759,51.004703,0.000000,0.000000,0.000000,-19.738139,-6.325522,-146.911067,-41.602195,-8.396628,51.133755,6.547518,-11.973367,0.000000,0.000000,0.000000,0.000000,-2.797629,20.458072,-167.947118,25.648619,43.407349,-58.967586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.260441,0.802993,-9.767953,0.000000,0.000000,0.000000,-19.738139,-6.325522,-146.911067,-19.962815,8.323489,157.177852,15.163006,15.363752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.562680,46.310212,154.153244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.672205,-2.567971,38.980435,0.000000,0.000000,0.000000,-19.588639,-5.882421,-146.695330,-41.906059,-8.732369,52.501500,6.231472,-12.253657,0.000000,0.000000,0.000000,0.000000,-2.906481,20.381874,-168.155288,25.878313,43.437457,-59.355846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.198557,0.801681,-11.590425,0.000000,0.000000,0.000000,-19.588639,-5.882421,-146.695330,-19.279636,8.223961,155.741796,15.611788,16.242971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.433003,46.524118,153.920448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.589621,-2.592871,8.637905,0.000000,0.000000,0.000000,-19.448928,-5.464687,-146.535107,-42.068340,-9.085270,53.546455,6.154711,-12.408850,0.000000,0.000000,0.000000,0.000000,-3.028045,20.277291,-168.298324,26.023388,43.437889,-59.711672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.100185,0.801956,-19.082867,0.000000,0.000000,0.000000,-19.448928,-5.464687,-146.535107,-18.574466,8.050073,154.502482,16.124074,17.107342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.394678,46.710567,153.779699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.521849,-2.624515,-22.376123,0.000000,0.000000,0.000000,-19.324049,-5.082608,-146.426581,-42.067998,-9.427216,54.203625,6.268889,-12.468156,0.000000,0.000000,0.000000,0.000000,-3.164193,20.143722,-168.385262,26.065185,43.411226,-60.022699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.964150,0.805216,-29.281695,0.000000,0.000000,0.000000,-19.324049,-5.082608,-146.426581,-17.849333,7.798210,153.353933,16.707934,17.946296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.457713,46.863383,153.744071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.466469,-2.660517,-32.669793,0.000000,0.000000,0.000000,-19.220225,-4.743926,-146.362529,-41.896653,-9.722693,54.430894,6.611603,-12.436956,0.000000,0.000000,0.000000,0.000000,-3.311932,19.977253,-168.440780,25.996052,43.360366,-60.286687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.790920,0.812321,-41.534809,0.000000,0.000000,0.000000,-19.220225,-4.743926,-146.362529,-17.106959,7.465701,152.103014,17.374722,18.773477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.629634,46.977071,153.827692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.415555,-2.697751,-18.445549,0.000000,0.000000,0.000000,-19.144163,-4.454199,-146.331963,-41.559043,-9.931910,54.196104,7.270785,-12.311719,0.000000,0.000000,0.000000,0.000000,-3.462605,19.771696,-168.502274,25.821826,43.288077,-60.511427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.582586,0.823254,-51.032669,0.000000,0.000000,0.000000,-19.144163,-4.454199,-146.331963,-16.354885,7.049184,150.596749,18.146602,19.627972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.915278,47.046806,154.045329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.358008,-2.733343,1.425894,0.000000,0.000000,0.000000,-19.102295,-4.217206,-146.320485,-41.070812,-10.017134,53.469009,8.332204,-12.103068,0.000000,0.000000,0.000000,0.000000,-3.603254,19.520046,-168.614247,25.561844,43.197087,-60.712199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.343027,0.836992,-46.618303,0.000000,0.000000,0.000000,-19.102295,-4.217206,-146.320485,-15.611373,6.544150,148.918032,19.062408,20.570396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.316027,47.068453,154.410797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.282652,-2.765442,2.023139,0.000000,0.000000,0.000000,-19.099794,-4.034976,-146.311345,-40.456136,-9.951676,52.231735,9.835112,-11.851363,0.000000,0.000000,0.000000,0.000000,-3.719344,19.216037,-168.821852,25.246634,43.090560,-60.907808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.078196,0.851631,-21.358464,0.000000,0.000000,0.000000,-19.099794,-4.034976,-146.311345,-14.911088,5.946155,147.480311,20.177949,21.674951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.828467,47.038747,154.933986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.181216,-2.793383,-24.805691,0.000000,0.000000,0.000000,-19.139269,-3.907602,-146.286918,-39.747071,-9.728278,50.507912,11.756213,-11.620957,0.000000,0.000000,0.000000,0.000000,-3.797345,18.855671,-169.165524,24.914067,42.972655,-61.116545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.796340,0.864737,15.623442,0.000000,0.000000,0.000000,-19.139269,-3.907602,-146.286918,-14.307904,5.253310,146.798824,21.563746,23.019265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.442893,46.955522,155.616983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.050527,-2.817254,-61.347363,0.000000,0.000000,0.000000,-19.219274,-3.833370,-146.230270,-38.984512,-9.362202,48.393337,14.026435,-11.471720,0.000000,0.000000,0.000000,0.000000,-3.826007,18.438723,-169.677559,24.604840,42.848913,-61.352989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.507936,0.873918,43.913370,0.000000,0.000000,0.000000,-19.219274,-3.833370,-146.230270,-13.872692,4.469083,146.907443,23.310037,24.672891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.142202,46.817931,156.450164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.893321,-2.837180,-79.358696,0.000000,0.000000,0.000000,-19.332883,-3.809307,-146.126908,-38.218786,-8.885565,46.062618,16.566255,-11.422814,0.000000,0.000000,0.000000,0.000000,-3.796158,17.970117,-170.380185,24.357759,42.726185,-61.625564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.225119,0.877452,48.751417,0.000000,0.000000,0.000000,-19.332883,-3.809307,-146.126908,-13.685646,3.604353,146.838893,25.546318,26.681144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.901644,46.626834,157.409298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.717556,-2.852786,-65.873431,0.000000,0.000000,0.000000,-19.466782,-3.831684,-145.966531,-37.507415,-8.333483,43.735835,19.315621,-11.432277,0.000000,0.000000,0.000000,0.000000,-3.699805,17.460772,-171.283901,24.205094,42.611944,-61.934466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.960651,0.874806,31.054703,0.000000,0.000000,0.000000,-19.466782,-3.831684,-145.966531,-13.824913,2.678149,144.956529,28.465456,29.034647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.689735,46.385446,158.454686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
