Model Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;hanna_aleksandrowicz:LAbsAnkleAngle;;;hanna_aleksandrowicz:LAnkleAngles;;;hanna_aleksandrowicz:LElbowAngles;;;hanna_aleksandrowicz:LFootProgressAngles;;;hanna_aleksandrowicz:LHeadAngles;;;hanna_aleksandrowicz:LHipAngles;;;hanna_aleksandrowicz:LKneeAngles;;;hanna_aleksandrowicz:LNeckAngles;;;hanna_aleksandrowicz:LPelvisAngles;;;hanna_aleksandrowicz:LShoulderAngles;;;hanna_aleksandrowicz:LSpineAngles;;;hanna_aleksandrowicz:LThoraxAngles;;;hanna_aleksandrowicz:LWristAngles;;;hanna_aleksandrowicz:RAbsAnkleAngle;;;hanna_aleksandrowicz:RAnkleAngles;;;hanna_aleksandrowicz:RElbowAngles;;;hanna_aleksandrowicz:RFootProgressAngles;;;hanna_aleksandrowicz:RHeadAngles;;;hanna_aleksandrowicz:RHipAngles;;;hanna_aleksandrowicz:RKneeAngles;;;hanna_aleksandrowicz:RNeckAngles;;;hanna_aleksandrowicz:RPelvisAngles;;;hanna_aleksandrowicz:RShoulderAngles;;;hanna_aleksandrowicz:RSpineAngles;;;hanna_aleksandrowicz:RThoraxAngles;;;hanna_aleksandrowicz:RWristAngles;;;hanna_aleksandrowicz:CentreOfMass;;;hanna_aleksandrowicz:CentreOfMassFloor;;
9;0;0;0;0;0.000000;-0.000000;0.000000;44.456982;-0.662625;-30.382742;0;0;0;-22.983893;17.828161;-11.295847;-20.410017;2.168120;30.848652;17.512228;-4.887865;0.000000;0;0;0;0.046106;20.647301;4.093898;-15.354882;26.835091;-44.644251;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.594718;3.019300;-57.737603;0;0;0;-22.983893;17.828161;-11.295847;-24.137209;8.034010;167.024642;14.226866;10.210508;-0.000000;0;0;0;0;0;0;-13.931384;16.605322;125.750895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0;0;0;0;0.000000;-0.000000;0.000000;44.453997;-0.643440;121.046038;0;0;0;-22.960346;17.936088;-11.451495;-20.394985;2.180026;30.876954;17.509898;-4.878767;0.000000;0;0;0;0.052345;20.649106;4.100958;-15.319169;26.890933;-44.672101;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.590939;3.018119;-58.118191;0;0;0;-22.960346;17.936088;-11.451495;-24.126444;8.021732;166.926441;14.202072;10.236382;-0.000000;0;0;0;0;0;0;-13.933006;16.582216;125.785379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;0;0.000000;-0.000000;0.000000;44.455494;-0.622685;0.000000;0;0;0;-22.945989;18.045397;-11.610777;-20.380689;2.190365;30.903203;17.506358;-4.865857;0.000000;0;0;0;0.056346;20.650547;4.107067;-15.284121;26.942393;-44.702944;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.588558;3.017651;152.862770;0;0;0;-22.945989;18.045397;-11.610777;-24.113849;8.014692;166.835294;14.177580;10.256096;-0.000000;0;0;0;0;0;0;-13.934502;16.563007;125.822561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;0;0;0;0.000000;-0.000000;0.000000;44.453840;-0.603171;-30.225078;0;0;0;-22.925897;18.149244;-11.758889;-20.366356;2.196027;30.936700;17.506279;-4.856870;0.000000;0;0;0;0.059391;20.651000;4.112601;-15.247867;26.993895;-44.735525;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.584958;3.016539;152.892026;0;0;0;-22.925897;18.149244;-11.758889;-24.101696;8.007847;166.749994;14.156485;10.277168;-0.000000;0;0;0;0;0;0;-13.934403;16.541127;125.858771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;0;0;0;0.000000;-0.000000;0.000000;44.452096;-0.582726;149.877855;0;0;0;-22.905391;18.254307;-11.910638;-20.356748;2.201735;30.965429;17.506369;-4.843588;0.000000;0;0;0;0.061226;20.653101;4.116504;-15.210685;27.038141;-44.762007;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.581761;3.014673;-0.000000;0;0;0;-22.905391;18.254307;-11.910638;-24.092378;8.004690;166.672442;14.136455;10.295374;-0.000000;0;0;0;0;0;0;-13.930233;16.521956;125.895985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;0;0;0;0.000000;-0.000000;0.000000;44.453613;-0.565304;-29.890475;0;0;0;-22.890878;18.358454;-12.060205;-20.344936;2.201785;30.994054;17.504623;-4.836972;0.000000;0;0;0;0.060478;20.654506;4.122322;-15.168322;27.083093;-44.804339;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.579165;3.013467;120.316603;0;0;0;-22.890878;18.358454;-12.060205;-24.081697;8.005888;166.584353;14.114508;10.313728;-0.000000;0;0;0;0;0;0;-13.926004;16.504101;125.943055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0;0;0;0;0.000000;-0.000000;0.000000;44.446834;-0.550755;0.000000;0;0;0;-22.875750;18.458292;-12.203660;-20.333871;2.200877;31.021199;17.505152;-4.829325;0.000000;0;0;0;0.059366;20.655582;4.126397;-15.125938;27.124734;-44.847680;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.573731;3.011913;119.865361;0;0;0;-22.875750;18.458292;-12.203660;-24.070865;8.007770;166.508887;14.096151;10.329429;-0.000000;0;0;0;0;0;0;-13.921609;16.485068;125.992841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0;0;0;0;0.000000;-0.000000;0.000000;44.444865;-0.536932;0.000000;0;0;0;-22.855696;18.561316;-12.344158;-20.325681;2.199498;31.055741;17.505612;-4.816678;0.000000;0;0;0;0.057519;20.657618;4.127308;-15.080674;27.164828;-44.895220;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.570457;3.011509;-26.985342;0;0;0;-22.855696;18.561316;-12.344158;-24.061124;8.009623;166.450616;14.078631;10.343511;-0.000000;0;0;0;0;0;0;-13.913842;16.469836;126.041357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;0;0;0;0.000000;-0.000000;0.000000;44.438701;-0.527215;150.823748;0;0;0;-22.837132;18.658569;-12.481730;-20.315826;2.196005;31.078456;17.503822;-4.809910;0.000000;0;0;0;0.053856;20.658629;4.128815;-15.032452;27.203527;-44.949119;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.572044;3.011158;-61.076715;0;0;0;-22.837132;18.658569;-12.481730;-24.051282;8.015975;166.399042;14.066650;10.353699;-0.000000;0;0;0;0;0;0;-13.907225;16.458919;126.094399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;0;0;0;0.000000;-0.000000;0.000000;44.429993;-0.518893;0.000000;0;0;0;-22.821065;18.758677;-12.626632;-20.307427;2.189118;31.104430;17.500873;-4.802829;0.000000;0;0;0;0.048664;20.660819;4.132958;-14.980469;27.238692;-45.010597;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.570895;3.009039;-45.306413;0;0;0;-22.821065;18.758677;-12.626632;-24.043107;8.026301;166.343396;14.053705;10.363126;-0.000000;0;0;0;0;0;0;-13.900804;16.448442;126.162121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;0;0;0;0.000000;-0.000000;0.000000;44.420896;-0.513552;142.869581;0;0;0;-22.804448;18.848707;-12.759615;-20.298919;2.184376;31.122795;17.496846;-4.797444;0.000000;0;0;0;0.043790;20.661997;4.132511;-14.922305;27.274822;-45.082682;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.571439;3.009989;-0.000000;0;0;0;-22.804448;18.848707;-12.759615;-24.033913;8.034697;166.292495;14.040657;10.373246;-0.000000;0;0;0;0;0;0;-13.890836;16.441394;126.228897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;0;0;0;0;0.000000;-0.000000;0.000000;44.411520;-0.510593;-58.584425;0;0;0;-22.788023;18.938938;-12.888871;-20.291453;2.173716;31.142352;17.493085;-4.792019;0.000000;0;0;0;0.036459;20.664290;4.132743;-14.861962;27.306795;-45.158825;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.570713;3.009521;-26.856341;0;0;0;-22.788023;18.938938;-12.888871;-24.024591;8.049319;166.260195;14.031887;10.375398;-0.000000;0;0;0;0;0;0;-13.882735;16.436442;126.309638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;0;0;0;0;0.000000;-0.000000;0.000000;44.393933;-0.509045;-54.431927;0;0;0;-22.768994;19.023447;-13.026279;-20.283678;2.164868;31.156667;17.489678;-4.788044;0.000000;0;0;0;0.029527;20.665630;4.131411;-14.795338;27.339022;-45.243914;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.572329;3.010806;116.463921;0;0;0;-22.768994;19.023447;-13.026279;-24.015901;8.061669;166.234396;14.025110;10.379201;-0.000000;0;0;0;0;0;0;-13.874643;16.434278;126.392240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;0;0.000000;-0.000000;0.000000;44.381309;-0.510265;160.000040;0;0;0;-22.752664;19.104043;-13.151772;-20.276633;2.158373;31.172789;17.484343;-4.781179;0.000000;0;0;0;0.023375;20.667172;4.127378;-14.722981;27.375180;-45.348016;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.576225;3.011669;115.714671;0;0;0;-22.752664;19.104043;-13.151772;-24.007561;8.073964;166.215745;14.019494;10.381126;-0.000000;0;0;0;0;0;0;-13.868597;16.437004;126.487944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0;0;0;0;0.000000;-0.000000;0.000000;44.362427;-0.512294;-101.665595;0;0;0;-22.734930;19.181624;-13.276356;-20.270731;2.149284;31.181786;17.479359;-4.776535;0.000000;0;0;0;0.015987;20.669210;4.122987;-14.639006;27.406697;-45.461791;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.579355;3.013383;-65.123412;0;0;0;-22.734930;19.181624;-13.276356;-23.999868;8.088784;166.196033;14.015574;10.381674;-0.000000;0;0;0;0;0;0;-13.858442;16.445622;126.592587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;0;0;0;0.000000;-0.000000;0.000000;44.341864;-0.516880;51.335464;0;0;0;-22.713300;19.250007;-13.402626;-20.264430;2.136779;31.196984;17.475452;-4.772249;0.000000;0;0;0;0.007132;20.670026;4.117718;-14.551540;27.440393;-45.588835;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.585321;3.015504;-65.993542;0;0;0;-22.713300;19.250007;-13.402626;-23.989525;8.105185;166.195308;14.011757;10.379050;-0.000000;0;0;0;0;0;0;-13.852714;16.460916;126.701140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;0;0;0;0.000000;-0.000000;0.000000;44.319316;-0.523921;0.000000;0;0;0;-22.697310;19.314336;-13.520656;-20.260388;2.124637;31.214531;17.474223;-4.765798;0.000000;0;0;0;-0.001221;20.671868;4.111357;-14.457530;27.476026;-45.724627;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.593354;3.018823;-0.000000;0;0;0;-22.697310;19.314336;-13.520656;-23.982316;8.122354;166.188315;14.010626;10.376423;-0.000000;0;0;0;0;0;0;-13.846876;16.479707;126.816583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0;0;0;0;0.000000;-0.000000;0.000000;44.298870;-0.530393;78.556819;0;0;0;-22.678312;19.365058;-13.640533;-20.255568;2.112523;31.217894;17.469270;-4.762168;0.000000;0;0;0;-0.010169;20.673250;4.103167;-14.351525;27.515271;-45.879693;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.597549;3.022300;112.047023;0;0;0;-22.678312;19.365058;-13.640533;-23.972748;8.138045;166.181368;14.006767;10.376674;-0.000000;0;0;0;0;0;0;-13.840325;16.501240;126.942392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0;0;0;0;0.000000;-0.000000;0.000000;44.273127;-0.537156;155.045291;0;0;0;-22.662470;19.417063;-13.754811;-20.252280;2.099205;31.231010;17.468162;-4.756171;0.000000;0;0;0;-0.019333;20.673776;4.094681;-14.239269;27.553186;-46.042943;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.609199;3.025657;-0.000000;0;0;0;-22.662470;19.417063;-13.754811;-23.963866;8.155935;166.192394;14.007823;10.371706;-0.000000;0;0;0;0;0;0;-13.834799;16.534385;127.066878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;0;0;0;0;0.000000;-0.000000;0.000000;44.248698;-0.545576;0.000000;0;0;0;-22.642040;19.455354;-13.868151;-20.248168;2.088994;31.239172;17.464745;-4.749152;0.000000;0;0;0;-0.027348;20.674240;4.083636;-14.116068;27.598254;-46.225194;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.616186;3.029460;109.875921;0;0;0;-22.642040;19.455354;-13.868151;-23.954924;8.172064;166.209917;14.011299;10.364523;-0.000000;0;0;0;0;0;0;-13.830464;16.568566;127.199332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0;0;0;0;0.000000;-0.000000;0.000000;44.222731;-0.554515;-23.825202;0;0;0;-22.616054;19.487037;-13.975970;-20.245077;2.075360;31.243017;17.463755;-4.744549;0.000000;0;0;0;-0.036760;20.673948;4.071959;-13.982038;27.645076;-46.421370;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.622181;3.032023;108.727851;0;0;0;-22.616054;19.487037;-13.975970;-23.944770;8.189850;166.230057;14.012914;10.358135;-0.000000;0;0;0;0;0;0;-13.823844;16.610828;127.329270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;0;0;0;0;0.000000;-0.000000;0.000000;44.195177;-0.563033;141.562018;0;0;0;-22.593567;19.506197;-14.074593;-20.244640;2.058361;31.248617;17.465946;-4.740960;0.000000;0;0;0;-0.046812;20.674681;4.058760;-13.838109;27.691486;-46.627663;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.629057;3.034941;-26.301499;0;0;0;-22.593567;19.506197;-14.074593;-23.935681;8.209282;166.250775;14.015972;10.351617;-0.000000;0;0;0;0;0;0;-13.817840;16.662198;127.460968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0;0;0;0;0.000000;-0.000000;0.000000;44.173547;-0.573558;-53.386847;0;0;0;-22.571643;19.512242;-14.171342;-20.243735;2.043004;31.261228;17.468104;-4.733669;0.000000;0;0;0;-0.055894;20.674656;4.045822;-13.681837;27.751016;-46.856906;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.636500;3.038136;-0.000000;0;0;0;-22.571643;19.512242;-14.171342;-23.928051;8.225796;166.276205;14.021589;10.346844;-0.000000;0;0;0;0;0;0;-13.810325;16.716582;127.587374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;0;0;0;0;0.000000;-0.000000;0.000000;44.152072;-0.581293;-21.813503;0;0;0;-22.549666;19.511986;-14.268035;-20.243082;2.029721;31.262472;17.469725;-4.727122;0.000000;0;0;0;-0.064903;20.673582;4.029712;-13.518547;27.812599;-47.091482;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.641112;3.038320;-0.000000;0;0;0;-22.549666;19.511986;-14.268035;-23.917696;8.242632;166.314887;14.027674;10.337355;-0.000000;0;0;0;0;0;0;-13.806467;16.777054;127.719561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;0;0;0;0;0.000000;-0.000000;0.000000;44.135535;-0.590822;-20.955915;0;0;0;-22.527038;19.505419;-14.351027;-20.242638;2.015273;31.269821;17.472990;-4.721122;0.000000;0;0;0;-0.073645;20.672870;4.013811;-13.339916;27.880926;-47.348054;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.646596;3.039385;103.884234;0;0;0;-22.527038;19.505419;-14.351027;-23.908696;8.259311;166.349371;14.034274;10.327486;-0.000000;0;0;0;0;0;0;-13.795186;16.847456;127.828429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;0;0;0;0;0.000000;-0.000000;0.000000;44.120026;-0.598867;144.332218;0;0;0;-22.505665;19.481179;-14.424832;-20.243197;1.997006;31.275098;17.479393;-4.717435;0.000000;0;0;0;-0.083345;20.671270;3.997450;-13.150852;27.953350;-47.619844;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.649004;3.038181;-0.000000;0;0;0;-22.505665;19.481179;-14.424832;-23.898243;8.276594;166.382737;14.039413;10.321172;-0.000000;0;0;0;0;0;0;-13.788273;16.925465;127.941616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;0;0;0;0;0.000000;-0.000000;0.000000;44.110921;-0.607600;161.047797;0;0;0;-22.477510;19.448482;-14.502238;-20.243741;1.983017;31.282744;17.485766;-4.711078;0.000000;0;0;0;-0.091250;20.669115;3.978676;-12.950359;28.034908;-47.909431;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.649714;3.034285;-0.000000;0;0;0;-22.477510;19.448482;-14.502238;-23.888271;8.290924;166.418899;14.046061;10.312267;-0.000000;0;0;0;0;0;0;-13.778833;17.007088;128.045084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0;0;0;0;0.000000;-0.000000;0.000000;44.106190;-0.614855;162.280506;0;0;0;-22.453534;19.410603;-14.568686;-20.245071;1.966451;31.291795;17.494100;-4.703501;0.000000;0;0;0;-0.099864;20.666990;3.962736;-12.739315;28.125017;-48.210939;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.651009;3.030343;-0.000000;0;0;0;-22.453534;19.410603;-14.568686;-23.880439;8.306772;166.466645;14.058288;10.303172;-0.000000;0;0;0;0;0;0;-13.767650;17.093784;128.135074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;0;0;0;0;0.000000;-0.000000;0.000000;44.108258;-0.622635;163.698463;0;0;0;-22.431487;19.356143;-14.628780;-20.247916;1.948975;31.296463;17.503138;-4.700080;0.000000;0;0;0;-0.108825;20.665494;3.945382;-12.514974;28.223592;-48.532736;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.648854;3.024402;-0.000000;0;0;0;-22.431487;19.356143;-14.628780;-23.872249;8.321783;166.493526;14.064248;10.298466;-0.000000;0;0;0;0;0;0;-13.754315;17.188958;128.219340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;0;0;0;0;0.000000;-0.000000;0.000000;44.115317;-0.629744;-14.675185;0;0;0;-22.400766;19.300261;-14.683317;-20.249595;1.934894;31.305949;17.514016;-4.693334;0.000000;0;0;0;-0.115691;20.662453;3.925524;-12.281217;28.330128;-48.869314;0;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;-0.000000;37.644614;3.015069;-0.000000;0;0;0;-22.400766;19.300261;-14.683317;-23.861426;8.331959;166.528270;14.068380;10.293096;-0.000000;0;0;0;0;0;0;-13.740834;17.287986;128.295733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
